INSTRUMENT ID,taken_on,Reading1,Temperature,Reading2,Reading3,Reading4,Reading5,Reading6,Reading_Ave,Load
A26,03/31/2025 12:00,5402.3100,3.12,5441.74,5067.33,5180.02,5573.48,5524.38,5364.8767,139.8872
A26,03/28/2025 12:00,5403.5370,-0.38,5443.006,5069.277,5181.875,5574.914,5525.989,5366.4330,139.7755
A26,03/26/2025 12:00,5401.9310,3.18,5440.989,5067.65,5181.03,5574.012,5524.574,5365.0310,139.8761
A26,03/24/2025 12:00,5403.1380,0.81,5442.237,5068.642,5181.875,5574.898,5525.469,5366.0432,139.8035
A26,03/21/2025 12:00,5402.0860,2.10,5441.856,5067.666,5180.395,5573.812,5524.683,5365.0830,139.8724
A26,03/19/2025 12:00,5401.2240,1.98,5440.718,5066.373,5179.303,5572.692,5523.284,5363.9323,139.9550
A26,03/17/2025 12:00,5401.5000,3.14,5441.15,5066.87,5179.63,5573.32,5523.71,5364.3633,139.9241
A26,03/14/2025 12:00,5402.0900,2.65,5440.88,5066.63,5178.67,5572.46,5572.46,5372.1983,139.3615
A26,03/12/2025 12:00,5405.0790,-0.90,5443.71,5069.023,5183.19,5575.941,5527.686,5367.4382,139.7033
A26,03/10/2025 12:00,5404.3880,0.44,5443.053,5067.816,5179.745,5573.635,5526.313,5365.8250,139.8191
A26,03/07/2025 12:00,5404.6630,-0.01,5442.52,5067.953,5180.354,5573.876,5526.768,5366.0223,139.8050
A26,03/05/2025 12:00,5403.8800,0.48,5442.24,5067.47,5179.31,5573.17,5526.31,5365.3967,139.8499
A26,03/03/2025 12:00,5405.2060,-0.20,5441.907,5068.526,5181.098,5573.757,5528.06,5366.4257,139.7760
A26,02/28/2025 12:00,5407.7170,-3.60,5445.303,5069.747,5183.44,5577.551,5529.671,5368.9048,139.5980
A26,02/26/2025 12:00,5404.1520,0.35,5441.07,5067.07,5179.382,5572.851,5526.354,5365.1465,139.8678
A26,02/24/2025 12:00,5408.1160,-0.42,5443.826,5070.312,5182.989,5574.327,5529.731,5368.2168,139.6474
A26,02/21/2025 12:00,5412.3120,-5.47,5445.907,5074.561,5188.054,5577.206,5534.464,5372.0840,139.3697
A26,02/19/2025 12:00,5412.3800,-6.10,5445.44,5074.31,5188,5577.16,5534.28,5371.9283,139.3809
A26,02/18/2025 12:00,5411.5460,-5.51,5444.686,5073.525,5187.416,5576.463,5533.684,5371.2200,139.4318
A26,02/17/2025 12:00,5411.5150,-6.49,5445.546,5073.581,5187.097,5577.077,5533.632,5371.4080,139.4183
A26,02/14/2025 12:00,5411.0700,-5.32,5444.995,5073.205,5186.578,5576.237,5532.945,5370.8383,139.4592
A26,02/12/2025 12:00,5410.6410,-5.06,5444.604,5072.531,5186.359,5575.896,5532.354,5370.3975,139.4908
A26,02/10/2025 12:00,5409.2800,-3.91,5443.945,5071.299,5184.728,5574.91,5530.67,5369.1387,139.5812
A26,02/07/2025 12:00,5409.1950,-3.82,5444.134,5071.036,5184.923,5574.881,5530.555,5369.1207,139.5825
A26,02/05/2025 12:00,5409.3030,-3.35,5443.772,5071.102,5184.551,5574.247,5530.343,5368.8863,139.5993
A26,02/03/2025 12:00,5408.9210,-2.51,5443.332,5070.587,5183.938,5572.946,5529.419,5368.1905,139.6493
A26,01/31/2025 12:00,5408.3510,-1.45,5443.551,5070.079,5183.232,5572.924,5528.961,5367.8497,139.6738
A26,01/29/2025 12:00,5411.6740,-6.84,5447.649,5073.52,5186.982,5576.854,5532.208,5371.4812,139.4130
A26,01/27/2025 12:00,5410.1000,-1.93,5445.65,5071.97,5184.87,5574.11,5530.33,5369.5050,139.5549
A26,01/24/2025 12:00,5412.4150,-5.53,5446.773,5074.157,5187.416,5575.348,5532.772,5371.4802,139.4131
A26,01/22/2025 12:00,5413.0100,-6.57,5446.31,5074.33,5188.11,5575.08,5533.15,5371.6650,139.3998
A26,01/20/2025 12:00,5412.2700,-8.35,5447.079,5073.278,5187.565,5575.622,5532.004,5371.3030,139.4258
A26,01/17/2025 12:00,5409.2090,-1.99,5444.612,5070.106,5184.59,5573.228,5528.742,5368.4145,139.6332
A26,01/15/2025 12:00,5414.3800,-4.36,5448.3,5074.19,5190.04,5577.59,5533.16,5372.9433,139.3080
A26,01/13/2025 12:00,5415.2420,-2.36,5449.7,5075.235,5191.23,5578.82,5533.961,5374.0313,139.2299
A26,01/10/2025 12:00,5420.2560,-4.13,5453.46,5079.92,5196.062,5582.377,5538.615,5378.4483,138.9128
A26,01/08/2025 12:00,5415.9370,-13.35,5453.401,5077.163,5192.845,5584.196,5536.441,5376.6638,139.0409
A26,01/06/2025 12:00,5403.8130,-4.79,5443.785,5067.405,5180.879,5575.602,5526.378,5366.3103,139.7843
A26,01/03/2025 12:00,5402.7370,-2.69,5442.864,5066.333,5179.365,5573.442,5523.494,5364.7058,139.8995
A26,01/01/2025 12:00,5398.5890,0.68,5439.781,5061.771,5174.154,5570.821,5519.754,5360.8117,140.1791
A26,12/30/2024 12:00,5398.5060,1.63,5439.82,5061.788,5174.15,5570.795,5519.773,5360.8053,140.1795
A26,12/27/2024 12:00,5400.8100,0.34,5439.112,5064.288,5177.91,5570.991,5522.654,5362.6275,140.0487
A26,12/25/2024 12:00,5400.7470,-0.41,5438.825,5064.286,5177.129,5570.737,5522.147,5362.3118,140.0714
A26,12/23/2024 12:00,5401.1300,-0.58,5428.83,5064.54,5177.64,5570.07,5522.27,5360.7467,140.1838
A26,12/20/2024 12:00,5402.4440,-1.29,5441.825,5065.931,5178.896,5572.095,5522.559,5363.9583,139.9532
A26,12/18/2024 12:00,5401.4850,0.07,5442.417,5064.805,5177.292,5572.491,5521.65,5363.3567,139.9964
A26,12/16/2024 12:00,5401.6310,0.96,5441.645,5064.66,5176.907,5571.954,5521.929,5363.1210,140.0133
A26,12/13/2024 12:00,5402.6600,-0.80,5441.476,5065.623,5178.728,5571.829,5522.528,5363.8073,139.9640
A26,12/11/2024 12:00,5401.9530,-0.08,5441.785,5064.909,5177.496,5571.927,5521.827,5363.3162,139.9993
A26,12/09/2024 12:00,5402.1600,-0.07,5442.08,5065.08,5177.84,5572.15,5522.22,5363.5883,139.9797
A26,12/06/2024 12:00,5403.3760,-0.65,5442.208,5066.181,5179.263,5572.733,5523.309,5364.5117,139.9134
A26,12/04/2024 12:00,5402.9240,0.23,5442.652,5065.808,5178.887,5572.908,5522.847,5364.3377,139.9259
A26,12/02/2024 12:00,5403.3840,0.12,5442.617,5066.251,5179.592,5573.268,5523.363,5364.7458,139.8966
A26,11/29/2024 12:00,5403.4500,0.37,5443.829,5066.595,5179.797,5573.671,5523.184,5365.0877,139.8721
A26,11/27/2024 12:00,5404.2020,1.62,5443.716,5066.033,5179.69,5573.928,5523.384,5365.1588,139.8670
A26,11/25/2024 12:30,5403.5600,0.92,5443.43,5065.73,5179.67,5573.59,5522.72,5364.7833,139.8939
A26,11/22/2024 12:00,5397.7200,6.47,5437.02,5059.657,5172.584,5567.265,5517.224,5358.5783,140.3394
A26,11/20/2024 12:30,5395.7200,8.24,5434.77,5058.15,5170.39,5564.78,5515.62,5356.5717,140.4835
A26,11/18/2024 12:00,5394.7200,10.49,5433.022,5056.554,5168.606,5562.988,5514.328,5355.0363,140.5938
A26,11/15/2024 12:00,5397.6670,7.16,5436.484,5059.827,5172.187,5566.692,5517.535,5358.3987,140.3523
A26,11/13/2024 12:00,5396.7600,8.69,5435.04,5059.52,5171.3,5565.01,5516.6,5357.3717,140.4261
A26,11/12/2024 12:00,5398.4280,7.66,5436.699,5059.951,5173.042,5566.954,5517.552,5358.7710,140.3256
A26,11/11/2024 12:00,5397.1360,7.60,5436.322,5059.911,5172.593,5566.345,5516.56,5358.1445,140.3706
A26,11/08/2024 12:00,5395.8700,9.72,5434.922,5057.555,5170.891,5564.946,5515.321,5356.5842,140.4826
A26,11/06/2024 12:00,5394.6000,10.19,5433.223,5056.076,5169.336,5563.259,5513.771,5355.0442,140.5932
A26,11/04/2024 12:00,5396.5400,9.66,5434.795,5058.355,5171.137,5564.952,5516.168,5356.9912,140.4534
