INSTRUMENT ID,taken_on,Reading1,Temperature,Reading2,Reading3,Reading4,Reading5,Reading6,Reading_Ave,Load
A15,03/31/2025 12:00,4733.3200,0.60,5235.73,5450.16,5178.13,4772.58,5266.39,5106.0517,283.4506
A15,03/28/2025 12:00,4734.1010,-0.93,5236.791,5451.539,5178.713,4773.625,5268.092,5107.1435,283.3204
A15,03/26/2025 12:00,4737.0130,-2.34,5239.228,5453.943,5180.771,4775.097,5270.165,5109.3695,283.0548
A15,03/24/2025 12:00,4735.2320,-0.47,5237.928,5452.616,5179.051,4774.25,5269.344,5108.0702,283.2098
A15,03/21/2025 12:00,4731.7790,1.96,5234.577,5449.424,5176.776,4771.714,5265.376,5104.9410,283.5831
A15,03/19/2025 12:00,4730.2910,1.42,5233.839,5448.926,5175.649,4771.128,5265.139,5104.1620,283.6761
A15,03/17/2025 12:00,4735.9360,-1.37,5239.439,5452.936,5180.105,4776.532,5270.083,5109.1718,283.0784
A15,03/14/2025 12:00,4732.5210,1.07,5235.055,5450.402,5177.334,4772.354,5267.144,5105.8017,283.4805
A15,03/12/2025 12:00,4736.4320,-2.88,5238.238,5453.291,5180.994,4774.693,5270.152,5108.9667,283.1029
A15,03/10/2025 12:00,4734.0030,0.05,5236.629,5451.349,5178.407,4773.647,5268.451,5107.0810,283.3278
A15,03/07/2025 12:00,4735.1870,-0.98,5236.808,5452.279,5179.409,4773.527,5269.418,5107.7713,283.2455
A15,03/05/2025 12:00,4733.2460,-0.11,5236.492,5451.159,5177.569,4773.47,5268.387,5106.7205,283.3708
A15,03/03/2025 12:00,4736.0470,-2.25,5238.951,5453.856,5179.863,4775.245,5270.917,5109.1465,283.0814
A15,02/28/2025 12:00,4735.4450,-3.83,5238.342,5453.968,5180.282,4774.704,5270.63,5108.8952,283.1114
A15,02/26/2025 12:00,4733.6740,-0.96,5237.219,5451.782,5177.827,4773.641,5269.582,5107.2875,283.3032
A15,02/24/2025 12:00,4736.7510,-2.03,5241.877,5454.862,5179.382,4777.9,5273.971,5110.7905,282.8853
A15,02/21/2025 12:00,4742.7940,-7.45,5245.951,5459.992,5185.838,4780.697,5278.632,5115.6507,282.3055
A15,02/19/2025 12:00,4743.7900,-7.93,5246.43,5460.33,5186.76,4781.02,5279.00,5116.2217,282.2374
A15,02/18/2025 12:00,4742.9570,-6.78,5245.59,5459.697,5185.936,4780.462,5278.217,5115.4765,282.3263
A15,02/17/2025 12:00,4743.4770,-8.23,5246.397,5460.147,5186.681,4781.818,5278.733,5116.2088,282.2389
A15,02/14/2025 12:00,4743.2350,-6.93,5246.03,5459.342,5186.114,4780.902,5277.949,5115.5953,282.3121
A15,02/12/2025 12:00,4743.1920,-6.27,5245.898,5458.952,5185.956,4780.782,5277.487,5115.3778,282.3380
A15,02/10/2025 12:00,4741.8060,-5.40,5244.71,5457.918,5184.583,4780.162,5276.654,5114.3055,282.4660
A15,02/07/2025 12:00,4741.9950,-5.26,5245.048,5458.171,5184.675,4780.151,5276.882,5114.4870,282.4443
A15,02/05/2025 12:00,4741.8270,-4.82,5244.814,5458.224,5184.208,4780.078,5276.994,5114.3575,282.4598
A15,02/03/2025 12:00,4741.0050,-3.93,5244.682,5457.703,5183.376,4780.171,5276.824,5113.9602,282.5072
A15,01/31/2025 12:00,4740.9910,-3.80,5244.588,5457.468,5183.336,4780.168,5276.517,5113.8447,282.5209
A15,01/29/2025 12:00,4743.8450,-7.00,5247.024,5460.226,5186.466,4782.132,5278.95,5116.4405,282.2112
A15,01/27/2025 12:00,4740.1740,-2.84,5243.949,5457.041,5182.118,4779.608,5276.335,5113.2042,282.5973
A15,01/24/2025 12:00,4744.4900,-7.10,5247.333,5460.929,5186.803,4782.146,5279.865,5116.9277,282.1531
A15,01/22/2025 12:00,4746.5240,-7.75,5248.852,5461.956,5188.646,4782.983,5280.852,5118.3022,281.9892
A15,01/20/2025 12:00,4747.8100,-9.62,5249.59,5462.93,5190.31,4783.79,5281.24,5119.2783,281.8727
A15,01/17/2025 12:00,4742.6650,-2.43,5244.852,5457.788,5184.088,4780.693,5277.93,5114.6693,282.4225
A15,01/15/2025 12:00,4745.9020,-5.32,5248.123,5461.139,5187.197,4782.803,5280.733,5117.6495,282.0670
A15,01/13/2025 12:00,4743.9690,-3.21,5246.406,5458.864,5185.212,4781.859,5279.188,5115.9163,282.2738
A15,01/10/2025 12:00,4750.7780,-4.58,5253.051,5463.798,5188.646,4786.215,5284.21,5121.1163,281.6534
A15,01/08/2025 12:00,4758.5800,-12.29,5261.51,5471.35,5197.07,4792.14,5288.22,5128.1450,280.8149
A15,01/06/2025 12:00,4738.8710,-4.55,5239.395,5453.991,5182.403,4775.313,5270.995,5110.1613,282.9604
A15,01/03/2025 12:00,4738.0440,-2.66,5239.027,5453.731,5182.338,4775.468,5270.68,5109.8813,282.9938
A15,01/01/2025 12:00,4733.6520,0.45,5235.459,5450.66,5178.018,4772.266,5267.278,5106.2222,283.4303
A15,12/30/2024 14:00,4731.3700,1.41,5233.47,5449.35,5176.19,4770.57,5265.77,5104.4533,283.6413
A15,12/27/2024 12:00,4733.2300,0.59,5235.021,5450.894,5177.846,4771.915,5267.709,5106.1025,283.4446
A15,12/25/2024 12:00,4734.9770,-0.50,5236.4,5451.757,5179.492,4772.93,5268.641,5107.3662,283.2938
A15,12/23/2024 12:00,4735.8520,-0.77,5236.629,5452.438,5179.835,4773.276,5269.688,5107.9530,283.2238
A15,12/20/2024 12:00,4736.8690,-1.22,5237.702,5453.375,5181.265,4774.082,5269.774,5108.8445,283.1175
A15,12/18/2024 12:00,4735.2360,-0.10,5236.596,5452.112,5179.457,4773.292,5268.571,5107.5440,283.2726
A15,12/16/2024 12:00,4735.1620,0.32,5236.491,5451.925,5179.4,4773.146,5268.414,5107.4230,283.2870
A15,12/13/2024 12:00,4736.7070,-0.34,5236.886,5452.596,5180.688,4773.467,5269.203,5108.2578,283.1874
A15,12/11/2024 12:00,4735.9300,-0.04,5236.86,5452.17,5180.1,4773.47,5268.77,5107.8833,283.2321
A15,12/09/2024 12:00,4736.0990,0.01,5236.913,5452.328,5180.242,4773.595,5268.8,5107.9962,283.2187
A15,12/06/2024 12:00,4736.5930,-0.13,5236.912,5452.929,5180.614,4773.712,5269.411,5108.3618,283.1750
A15,12/04/2024 12:00,4736.2150,0.08,5236.877,5452.754,5180.508,4773.66,5269.235,5108.2082,283.1934
A15,12/02/2024 12:00,4736.4410,0.08,5236.841,5453.018,5180.655,4773.697,5269.479,5108.3552,283.1758
A15,11/29/2024 12:00,4736.1680,0.12,5236.627,5453.417,5180.416,4773.574,5269.836,5108.3397,283.1777
A15,11/27/2024 12:00,4736.3840,0.71,5236.707,5453.308,5180.327,4773.332,5269.723,5108.2968,283.1828
A15,11/25/2024 12:00,4735.8620,0.86,5236.305,5452.956,5179.896,4772.883,5269.242,5107.8573,283.2352
A15,11/22/2024 12:00,4730.0440,6.25,5230.427,5447.601,5174.453,4767.827,5263.068,5102.2367,283.9058
A15,11/20/2024 12:00,4727.8450,7.83,5228.521,5446.126,5172.367,4765.959,5261.574,5100.3987,284.1250
A15,11/18/2024 12:00,4724.9400,10.02,5225.17,5443.04,5169.78,4763.01,5258.02,5097.3267,284.4915
A15,11/15/2024 12:00,4728.9520,6.57,5229.292,5447.085,5173.568,4766.91,5262.647,5101.4090,284.0045
A15,11/13/2024 12:00,4730.6600,7.52,5228.521,5445.912,5174.562,4765.881,5261.435,5101.1618,284.0340
A15,11/11/2024 12:00,4730.9500,7.37,5228.929,5446.293,5175.175,4766.367,5261.791,5101.5842,283.9836
A15,11/08/2024 12:00,4730.5340,7.58,5228.353,5446.132,5175.078,4765.904,5261.149,5101.1917,284.0304
A15,11/06/2024 12:00,4727.4110,9.68,5225.594,5443.629,5172.126,4763.633,5258.663,5098.5093,284.3504
A15,11/04/2024 12:30,4728.0400,9.46,5225.95,5443.96,5172.59,4764.01,5259.04,5098.9317,284.3001
A15,11/01/2024 12:00,4733.5610,4.62,5231.661,5449.261,5177.934,4769.158,5264.276,5104.3085,283.6586
A15,10/30/2024 13:00,4719.2800,17.23,5216.49,5436.14,5163.6,4756.54,5250.93,5090.4967,285.3063
A15,10/28/2024 12:00,4732.1190,5.89,5229.706,5447.334,5176.554,4767.565,5262.307,5102.5975,283.8627
A15,10/25/2024 12:15,4727.9700,9.32,5225.86,5443.89,5172.72,4764.33,5258.61,5098.8967,284.3042
A15,10/23/2024 12:00,4727.2680,10.24,5225.151,5443.724,5171.962,4764.1,5258.603,5098.4680,284.3554
A15,10/21/2024 12:00,4726.1650,10.79,5223.989,5442.358,5170.821,4763.085,5256.929,5097.2245,284.5037
A15,10/18/2024 12:00,4729.3840,8.00,5227.164,5445.162,5174.3,4765.822,5259.824,5100.2760,284.1397
A15,10/16/2024 12:00,4732.0140,5.40,5229.335,5447.35,5177.353,4768.063,5261.675,5102.6317,283.8586
A15,10/14/2024 12:00,4731.7030,5.69,5229.081,5447.148,5177.125,4768.036,5261.378,5102.4118,283.8849
