INSTRUMENT ID,taken_on,Reading1,Temperature,Reading2,Reading3,Reading4,Reading5,Reading6,Reading_Ave,Load
A20,03/31/2025 12:00,5192.5800,1.99,5210.75,6172.04,5251.75,4169.99,4884.29,5146.9000,260.2993
A20,03/28/2025 12:00,5194.2740,-0.68,5212.66,6174.275,5253.556,4172.211,4886.553,5148.9215,260.0596
A20,03/26/2025 12:00,5191.9830,2.25,5210.342,6171.778,5251.634,4168.728,4883.402,5146.3112,260.3692
A20,03/24/2025 12:00,5193.5330,,5212.076,6173.821,5252.85,4170.865,4885.709,5148.1423,260.1520
A20,03/21/2025 12:00,5192.1710,1.97,5210.378,6171.904,5251.179,4169.754,4884.343,5146.6215,260.3324
A20,03/19/2025 12:00,5191.6870,1.92,5209.862,6171.458,5250.579,4170.207,4884.358,5146.3585,260.3635
A20,03/17/2025 12:00,5191.1880,2.14,5210.188,6172.165,5250.003,4169.289,4883.865,5146.1163,260.3923
A20,03/14/2025 12:00,5192.1450,2.21,5210.032,6172.017,5250.984,4169.659,4884.351,5146.5313,260.3431
A20,03/12/2025 12:00,5197.9920,-0.96,5215.403,6177.154,5257.462,4173.087,4888.194,5151.5487,259.7480
A20,03/10/2025 12:00,5193.7010,0.19,5211.982,6174.268,5252.884,4171.211,4885.997,5148.3405,260.1285
A20,03/07/2025 12:00,5195.2950,-0.43,5212.722,6175.193,5254.777,4171.554,4886.56,5149.3502,260.0087
A20,03/05/2025 12:00,5193.1060,0.17,5212.022,6174.201,5252.292,4171.489,4885.982,5148.1820,260.1473
A20,03/03/2025 12:00,5198.0900,-1.18,5216.148,6178.042,5257.568,4174.287,4888.83,5152.1608,259.6754
A20,02/28/2025 12:00,5197.1810,-3.80,5215.282,6178.13,5257.435,4173.988,4888.798,5151.8023,259.7179
A20,02/26/2025 12:00,5192.6190,0.44,5211.489,6174.481,5252.442,4171.087,4885.64,5147.9597,260.1737
A20,02/24/2025 12:00,5200.1520,-1.69,5219.183,6181.121,5260.615,4178.183,4891.838,5155.1820,259.3171
A20,02/21/2025 12:00,5205.0750,-5.07,5222.627,6185.285,5265.843,4181.02,4894.934,5159.1307,258.8488
A20,02/19/2025 12:00,5205.8900,-5.86,5222.99,6185.83,5266.66,4181.34,4895.38,5159.6817,258.7834
A20,02/18/2025 12:00,5205.4950,-5.78,5222.728,6185.476,5266.422,4181.3,4895.114,5159.4225,258.8142
A20,02/17/2025 12:00,5204.8950,,5222.575,6185.292,5265.838,4181.361,4895.058,5159.1698,258.8441
A20,02/14/2025 12:00,5204.3780,-4.82,5222.175,6184.648,5265.553,4180.958,4894.454,5158.6943,258.9005
A20,02/12/2025 12:00,5204.5720,-5.08,5222.5,6184.915,5265.757,4181.086,4894.577,5158.9012,258.8760
A20,02/10/2025 12:00,5202.8500,-3.50,5221.31,6183.33,5263.94,4180.45,4893.61,5157.5817,259.0325
A20,02/07/2025 12:00,5203.7220,-4.33,5222.418,6184.592,5265.024,4181.342,4894.387,5158.5808,258.9140
A20,02/05/2025 12:00,5203.7280,-4.05,5222.492,6184.445,5265.102,4181.398,4894.292,5158.5762,258.9145
A20,02/03/2025 12:00,5203.0550,-3.13,5221.901,6183.634,5264.425,4181.058,4893.616,5157.9482,258.9890
A20,01/31/2025 12:00,5203.0290,-3.04,5222.264,6184.013,5264.798,4181.358,4893.734,5158.1993,258.9592
A20,01/29/2025 12:00,5203.4130,-7.07,5223.551,6184.916,5265.588,4182.331,4894.712,5159.0852,258.8542
A20,01/27/2025 12:00,5203.2550,-2.63,5223.142,6184.602,5265.446,4182.335,4894.212,5158.8320,258.8842
A20,01/24/2025 12:00,5207.7110,-6.36,5226.758,6188.893,5270.361,4184.779,4897.199,5162.6168,258.4353
A20,01/22/2025 12:00,5209.2760,-7.18,5227.986,6189.9,5272.364,4185.5,4897.613,5163.7732,258.2982
A20,01/20/2025 12:00,5208.9220,-8.53,5228.021,6190.445,5271.693,4185.383,4898.059,5163.7538,258.3005
A20,01/17/2025 12:00,5202.1040,-2.36,5222.138,6183.538,5264.579,4181.5,4892.896,5157.7925,259.0075
A20,01/15/2025 12:00,5205.9850,-4.73,5226.782,6187.464,5268.97,4185.285,4895.897,5161.7305,258.5404
A20,01/13/2025 12:00,5203.7620,-2.67,5225.433,6186.052,5266.682,4184.735,4894.888,5160.2587,258.7150
A20,01/10/2025 12:00,5215.8380,-4.24,5237.64,6194.209,5278.99,4194.298,4901.292,5170.3778,257.5149
A20,01/08/2025 12:00,5222.6620,-11.72,5240.263,6194.965,5281.376,4187.38,4897.236,5170.6470,257.4829
A20,01/06/2025 12:00,5195.6960,-4.10,5215.676,6175.854,5252.619,4169.464,4885.485,5149.1323,260.0346
A20,01/03/2025 12:00,5193.0620,-2.47,5212.89,6173.515,5248.884,4168.503,4884.07,5146.8207,260.3087
A20,01/01/2025 12:00,5190.5350,0.35,5210.833,6170.928,5245.979,4166.779,4882.193,5144.5412,260.5791
A20,12/30/2024 12:00,5189.4700,1.50,5209.924,6170.028,5244.862,4166.049,4881.439,5143.6287,260.6873
A20,12/27/2024 12:00,5191.0210,0.15,5211.124,6171.701,5246.698,4166.568,4882.759,5144.9785,260.5272
A20,12/25/2024 12:00,5191.0530,-0.44,5211.111,6171.658,5246.646,4166.526,4882.671,5144.9442,260.5313
A20,12/23/2024 12:00,5191.5150,-0.72,5211.092,6171.801,5246.86,4166.391,4882.833,5145.0820,260.5149
A20,12/20/2024 12:00,5192.0150,-1.32,5212.278,6172.48,5247.743,4167.25,4883.181,5145.8245,260.4269
A20,12/18/2024 12:00,5191.2130,-0.11,5212.036,6171.577,5246.545,4167.228,4882.738,5145.2228,260.4982
A20,12/16/2024 12:00,5191.4030,0.12,5211.924,6171.518,5246.63,4167.053,4882.753,5145.2135,260.4993
A20,12/13/2024 12:00,5192.0980,-0.86,5212.608,6172.126,5247.569,4167.406,4883.092,5145.8165,260.4278
A20,12/11/2024 12:00,5191.3330,-0.00,5212.431,6171.544,5246.73,4167.28,4882.663,5145.3302,260.4855
A20,12/09/2024 12:00,5191.6270,0.06,5212.511,6171.628,5246.671,4167.276,4882.923,5145.4393,260.4726
A20,12/06/2024 12:00,5192.0640,-0.41,5213.058,6172.169,5247.077,4167.48,4883.234,5145.8470,260.4242
A20,12/04/2024 12:00,5191.7480,0.05,5213.104,6171.907,5246.708,4167.446,4883.068,5145.6635,260.4460
A20,12/02/2024 12:00,5191.8800,-0.11,5213.265,6172.055,5246.887,4167.62,4883.27,5145.8295,260.4263
