INSTRUMENT ID,taken_on,Reading1,Temperature,Reading2,Reading3,Reading4,Reading5,Reading6,Reading_Ave,Load
A14,03/31/2025 12:00,5076.6100,1.15,5054.48,5150.75,5188.37,5620.01,5420.01,5251.7050,826.5859
A14,03/28/2025 12:00,5077.4320,-1.37,5055.745,5152.004,5189.563,5621.285,5416.78,5252.1348,826.4393
A14,03/26/2025 12:00,5075.6090,2.63,5053.16,5149.562,5187.278,5618.148,5414.075,5249.6387,827.2908
A14,03/24/2025 12:00,5077.1460,-0.32,5055.242,5150.582,5188.241,5620.232,5415.646,5251.1815,826.7645
A14,03/21/2025 12:00,5076.9490,0.82,5054.646,5150.992,5188.311,5619.891,5415.963,5251.1253,826.7836
A14,03/19/2025 12:00,5076.1460,1.19,5053.497,5149.866,5187.297,5618.396,5415.033,5250.0392,827.1541
A14,03/17/2025 12:00,5076.8430,1.25,5054.39,5150.525,5188.29,5619.597,5415.607,5250.8753,826.8689
A14,03/14/2025 12:00,5076.8070,0.34,5054.466,5151.657,5187.971,5619.033,5416.996,5251.1550,826.7735
A14,03/12/2025 12:00,5076.2120,-1.17,5054.827,5151.725,5188.292,5619.973,5416.923,5251.3253,826.7154
A14,03/10/2025 12:00,5074.3610,-0.51,5053.043,5150.686,5186.29,5617.588,5415.564,5249.5887,827.3078
A14,03/07/2025 12:00,5073.7520,-0.58,5052.47,5149.777,5185.622,5616.641,5414.508,5248.7950,827.5785
A14,03/05/2025 12:00,5072.5290,-1.18,5050.984,5149.489,5184.132,5614.698,5413.783,5247.6025,827.9853
A14,03/03/2025 12:00,5074.5150,-2.88,5053.864,5151.38,5186.783,5618.087,5415.872,5250.0835,827.1390
A14,02/28/2025 12:00,5074.7530,-3.23,5054.453,5151.008,5186.925,5619.007,5415.435,5250.2635,827.0776
A14,02/26/2025 12:00,5073.1780,-0.95,5052.031,5150.179,5184.586,5615.782,5414.582,5248.3897,827.7168
A14,02/24/2025 12:00,5073.8050,-4.04,5051.966,5152.883,5186.182,5615.867,5416.778,5249.5802,827.3107
A14,02/21/2025 12:00,5074.6070,-5.29,5054.342,5152.487,5187.558,5618.69,5416.269,5250.6588,826.9428
A14,02/19/2025 12:00,5074.9700,-5.13,5055.6,5152.32,5187.71,5619.76,5416.18,5251.0900,826.7957
A14,02/18/2025 12:00,5074.9030,-4.96,5055.279,5152.548,5187.726,5619.379,5416.318,5251.0255,826.8177
A14,02/17/2025 12:00,5074.8630,-4.63,5055.202,5152.539,5187.57,5619.437,5416.228,5250.9732,826.8356
A14,02/14/2025 12:00,5075.1710,-4.60,5055.165,5152.39,5187.683,5619.173,5416.313,5250.9825,826.8324
A14,02/12/2025 12:00,5075.5490,-4.47,5055.657,5152.062,5188.024,5619.599,5415.973,5251.1440,826.7773
A14,02/10/2025 12:00,5075.1710,-3.91,5053.974,5152.676,5187.303,5617.944,5416.611,5250.6132,826.9583
A14,02/07/2025 12:00,5075.2240,-4.13,5054.205,5152.697,5187.51,5618.233,5416.566,5250.7392,826.9154
A14,02/05/2025 12:00,5075.4650,-4.36,5054.006,5152.7,5187.591,5618.076,5416.815,5250.7755,826.9030
A14,02/03/2025 12:00,5075.4680,-3.87,5053.833,5152.409,5187.629,5617.7,5416.44,5250.5798,826.9697
A14,01/31/2025 12:00,5075.7180,-3.78,5054.047,5152.651,5187.763,5617.89,5416.754,5250.8038,826.8933
A14,01/29/2025 12:00,5076.4510,-5.37,5055.763,5153.055,5188.76,5620.026,5417.271,5251.8877,826.5236
A14,01/27/2025 12:00,5075.5820,-2.85,5053.831,5152.367,5187.346,5617.62,5416.653,5250.5665,826.9743
A14,01/24/2025 12:00,5076.9710,-5.98,5057.017,5153.703,5189.854,5621.361,5418,5252.8177,826.2064
A14,01/22/2025 12:00,5078.1100,-7.03,5058.092,5154.255,5191.271,5622.671,5418.81,5253.8682,825.8481
A14,01/20/2025 12:00,5078.8910,-7.13,5059.147,5154.82,5191.639,5623.739,5419.471,5254.6178,825.5924
A14,01/17/2025 12:00,5076.9580,-2.22,5056.023,5152.565,5187.985,5619.444,5416.977,5251.6587,826.6017
A14,01/15/2025 12:00,5078.0330,-4.00,5057.412,5153.478,5189.562,5621.366,5418.033,5252.9807,826.1508
A14,01/13/2025 12:00,5076.9310,-2.28,5055.572,5153.313,5188.289,5619.175,5417.529,5251.8015,826.5530
A14,01/10/2025 12:00,5077.3330,-4.19,5055.216,5155.698,5190.007,5618.908,5419.672,5252.8057,826.2105
A14,01/08/2025 12:00,5083.2060,-9.77,5062.745,5158.853,5196.665,5627.753,5423.905,5258.8545,824.1472
A14,01/06/2025 12:00,5079.7180,-4.85,5059.901,5155.662,5192.928,5624.091,5420.877,5255.5295,825.2814
A14,01/03/2025 12:00,5079.8320,-3.63,5059.402,5155.351,5192.256,5624.412,5420.339,5255.2653,825.3715
A14,01/01/2025 12:00,5076.9950,0.42,5055.912,5152.292,5188.729,5620.143,5416.75,5251.8035,826.5523
A14,12/30/2024 14:00,5076.2800,1.45,5055.25,5151.49,5188.03,5619.23,5415.97,5251.0417,826.8122
A14,12/27/2024 12:00,5077.2840,-0.11,5056.495,5152.319,5189.147,5620.706,5416.914,5252.1442,826.4361
A14,12/25/2024 12:00,5077.2350,-0.41,5056.615,5152.308,5189.231,5620.917,5416.866,5252.1953,826.4187
A14,12/23/2024 12:00,5077.3070,-0.73,5057.074,5152.642,5189.632,5621.417,5417.017,5252.5148,826.3097
A14,12/20/2024 12:00,5077.4970,-0.30,5057.372,5152.617,5189.69,5621.989,5416.966,5252.6885,826.2505
A14,12/18/2024 12:00,5076.9580,0.20,5056.367,5152.603,5189.097,5620.935,5417.125,5252.1808,826.4236
A14,12/16/2024 12:00,5076.8680,0.33,5056.53,5152.472,5189.116,5620.956,5416.828,5252.1283,826.4415
A14,12/13/2024 12:00,5077.1140,0.51,5057.063,5152.375,5189.264,5621.475,5416.704,5252.3325,826.3719
A14,12/11/2024 12:00,5076.9470,0.54,5056.894,5152.547,5189.014,5621.278,5416.906,5252.2643,826.3951
A14,12/09/2024 12:00,5077.0730,0.61,5057.163,5152.542,5189.202,5621.571,5416.839,5252.3983,826.3494
A14,12/06/2024 12:00,5076.9420,0.82,5056.809,5152.484,5189.131,5621.35,5416.778,5252.2490,826.4004
A14,12/04/2024 12:00,5076.8400,0.83,5056.93,5152.57,5189.1,5621.28,5416.75,5252.2450,826.4017
A14,12/02/2024 12:00,5076.6260,0.79,5056.527,5152.527,5188.646,5620.957,5416.724,5252.0012,826.4849
A14,11/29/2024 12:00,5076.2500,0.59,5056.297,5152.506,5188.449,5620.675,5416.46,5251.7728,826.5628
A14,11/27/2024 12:00,5075.7630,0.99,5055.92,5152.045,5188.014,5620.33,5415.839,5251.3185,826.7178
A14,11/25/2024 12:00,5077.1300,-0.03,5057.39,5153.74,5189.359,5622.297,5418.091,5253.0012,826.1438
A14,11/22/2024 12:00,5073.4350,6.34,5052.306,5148.694,5184.125,5616.063,5412.58,5247.8672,827.8950
A14,11/20/2024 12:00,5072.5790,7.71,5051.195,5147.668,5183.003,5614.671,5411.404,5246.7533,828.2749
A14,11/18/2024 12:00,5073.3800,7.57,5051.55,5148.15,5183.75,5615.18,5412.1,5247.3517,828.0708
A14,11/15/2024 12:00,5073.4090,6.42,5051.975,5148.815,5184.4,5615.966,5412.516,5247.8468,827.9019
A14,11/13/2024 12:00,5072.6000,5.72,5051.47,5148.31,5183.76,5615.27,5411.7,5247.1850,828.1277
A14,11/11/2024 12:00,5073.7070,7.36,5052.022,5148.881,5184.421,5616.005,5412.708,5247.9573,827.8643
A14,11/08/2024 12:00,5071.3930,8.99,5049.673,5146.304,5181.212,5612.982,5409.767,5245.2218,828.7973
A14,11/06/2024 12:00,5071.4720,9.98,5049.361,5146.551,5181.277,5613.101,5410.035,5245.2995,828.7708
A14,11/04/2024 12:30,5071.2000,9.34,5049.24,5146.35,5181.07,5612.59,5409.71,5245.0267,828.8639
A14,11/01/2024 12:00,5074.6280,5.36,5053.511,5149.863,5185.498,5618.462,5414.158,5249.3533,827.3881
A14,10/30/2024 13:00,5065.2900,17.07,5041.84,5139.95,5173.29,5603.62,5402.55,5237.7567,831.3437
A14,10/28/2024 12:00,5073.0020,5.79,5051.219,5148.45,5183.33,5615.537,5412.117,5247.2758,828.0967
A14,10/25/2024 12:00,5071.0160,9.31,5048.344,5146.227,5180.38,5612.197,5409.83,5244.6657,828.9870
A14,10/23/2024 12:00,5070.6750,12.09,5048.232,5144.562,5180.282,5612.209,5407.728,5243.9480,829.2318
A14,10/21/2024 12:00,5066.3480,15.23,5042.931,5140.26,5175.165,5605.557,5402.24,5238.7502,831.0048
A14,10/18/2024 12:00,5067.7780,12.93,5044.703,5141.33,5177.056,5607.547,5403.496,5240.3183,830.4699
A14,10/16/2024 12:00,5069.3770,9.84,5047.31,5143.072,5178.872,5610.903,5405.548,5242.5137,829.7211
A14,10/14/2024 12:00,5069.9010,9.02,5050.324,5142.451,5179.183,5614.381,5405.565,5243.6342,829.3389
A14,10/11/2024 12:00,5064.7930,15.19,5043.431,5136.235,5172.458,5606.137,5398.927,5236.9968,831.6029
A14,10/09/2024 12:20,5066.4600,12.95,5045.81,5137.89,5174.31,5609.29,5400.47,5239.0383,830.9065
A14,10/07/2024 12:00,5066.6910,13.63,5045.254,5136.796,5173.957,5608.747,5399.926,5238.5618,831.0691
A14,10/04/2024 12:00,5063.2210,17.71,5041.133,5133.237,5170.011,5604.138,5395.967,5234.6178,832.4144
A14,10/02/2024 12:00,5066.4170,14.34,5044.083,5136.119,5172.755,5607.93,5400.169,5237.9122,831.2907
A14,09/30/2024 12:00,5062.9390,18.37,5040.282,5131.823,5169.212,5603.228,5394.771,5233.7092,832.7243
A14,09/27/2024 12:00,5061.4630,19.93,5038.937,5130.18,5167.543,5601.316,5392.85,5232.0482,833.2909
A14,09/25/2024 12:00,5063.7700,17.57,5041.01,5133.68,5169.49,5604.7,5397.42,5235.0117,832.2800
A14,09/23/2024 12:00,5063.9340,17.80,5040.958,5132.413,5170.137,5604.468,5395.425,5234.5558,832.4355
A14,09/20/2024 12:00,5063.2910,18.15,5040.051,5132.951,5167.979,5603.41,5396.772,5234.0757,832.5993
A14,09/18/2024 12:00,5059.2040,21.96,5036.251,5127.439,5164.505,5597.788,5390.234,5229.2368,834.2498
A14,09/16/2024 12:00,5058.5920,22.66,5035.288,5126.817,5163.691,5596.937,5389.637,5228.4937,834.5033
A14,09/13/2024 12:00,5058.2040,22.36,5035.173,5126.646,5163.381,5596.691,5389.401,5228.2493,834.5867
A14,09/11/2024 12:30,5061.4900,18.46,5038.11,5131.48,5165.94,5600.91,5394.89,5232.1367,833.2607
A14,09/10/2024 12:00,5060.2460,19.00,5036.519,5129.62,5165.587,5599.281,5392.163,5230.5693,833.7953
A14,09/09/2024 12:00,5058.5980,21.32,5034.924,5127.901,5164.36,5597.192,5390.564,5228.9232,834.3568
A14,09/06/2024 12:00,5064.0820,15.43,5040.071,5133.271,5168.896,5605.121,5397.792,5234.8722,832.3276
A14,09/04/2024 12:00,5056.5840,22.53,5033.28,5125.801,5161.79,5595.458,5389.093,5227.0010,835.0125
A14,09/02/2024 12:00,5058.7900,19.71,5035.35,5127.621,5164.286,5598.588,5391.222,5229.3095,834.2250
A14,08/30/2024 12:00,5059.1080,19.65,5035.927,5127.872,5163.479,5599.409,5392.06,5229.6425,834.1114
A14,08/28/2024 12:00,5062.3000,16.64,5038.561,5130.834,5166.604,5604.051,5395.75,5233.0167,832.9605
A14,08/26/2024 12:00,5053.3800,25.57,5029.7,5121.23,5157.61,5591.22,5385.07,5223.0350,836.3653
A14,08/23/2024 12:00,5054.7420,22.71,5031.77,5123.9,5160.056,5594.559,5387.637,5225.4440,835.5436
A14,08/21/2024 12:00,5054.0370,22.61,5031.272,5123.516,5159.606,5594.197,5387.387,5225.0025,835.6941
A14,08/19/2024 12:00,5058.5670,18.48,5035.643,5127.871,5163.638,5600.315,5392.248,5229.7137,834.0872
A14,08/16/2024 12:00,5057.0720,19.55,5034.335,5126.201,5161.647,5599.155,5391.302,5228.2853,834.5744
A14,08/14/2024 12:00,5049.9170,26.20,5027.04,5118.986,5154.963,5589.408,5382.95,5220.5440,837.2149
A14,08/12/2024 12:00,5051.9300,22.72,5028.505,5121.312,5157.226,5591.759,5385.647,5222.7298,836.4694
A14,08/09/2024 12:00,5051.1290,23.75,5028.187,5119.854,5156.55,5591.656,5384.047,5221.9038,836.7511
A14,08/07/2024 12:00,5048.4840,25.51,5025.824,5117.088,5154.135,5589.072,5381.086,5219.2815,837.6456
A14,08/05/2024 12:00,5047.7430,26.03,5025.267,5116.439,5152.976,5588.516,5380.823,5218.6273,837.8687
A14,08/02/2024 12:00,5042.6320,29.84,5020.401,5111.362,5148.542,5582.738,5376.108,5213.6305,839.5731
A14,07/31/2024 12:00,5042.1000,27.77,5021.25,5111.79,5148.64,5583.77,5376.39,5213.9900,839.4505
A14,07/29/2024 12:00,5044.9100,24.37,5023.38,5115.14,5149.89,5586.49,5380.64,5216.7417,838.5119
A14,07/26/2024 16:00,5039.1210,29.05,5017.379,5108.526,5145.665,5578.689,5373.728,5210.5180,840.6348
A14,07/26/2024 12:00,5042.1560,24.88,5020.95,5113.243,5149.25,5584.247,5377.963,5214.6348,839.2306
A14,07/25/2024 12:00,5042.2260,24.19,5021.113,5113.849,5149.276,5584.562,5378.318,5214.8907,839.1433
A14,07/24/2024 12:00,5046.5270,19.33,5025.507,5118.121,5153.065,5590.222,5383.865,5219.5512,837.5536
A14,07/22/2024 12:00,5038.3380,26.85,5017.916,5109.76,5146.205,5580.808,5374.653,5211.2800,840.3749
A14,07/19/2024 12:00,5037.5240,25.48,5016.989,5109.639,5145.474,5579.92,5374.444,5210.6650,840.5847
A14,07/17/2024 12:00,5039.7050,22.36,5019.995,5111.743,5147.063,5583.569,5377.298,5213.2288,839.7101
A14,07/15/2024 12:00,5033.2820,28.86,5012.772,5105.318,5140.83,5575.146,5371.216,5206.4273,842.0301
A14,07/12/2024 14:00,5031.6800,28.77,5011.38,5104.02,5139.46,5572.73,5372.9,5205.3617,842.3936
A14,07/10/2024 11:22,5038.8700,22.37,5018.97,5112.64,5145.84,5582.36,5379.81,5213.0817,839.7603
A14,07/08/2024 15:00,5029.6800,29.20,5010.02,5105.38,5137.94,5571.44,5370.69,5204.1917,842.7927
A14,07/05/2024 12:00,5040.8300,17.95,5021.17,5116.62,5148.3,5585.71,5383.72,5216.0583,838.7450
A14,07/03/2024 12:00,5037.0120,20.86,5016.742,5112.411,5145.33,5580.71,5378.557,5211.7937,840.1997
A14,07/01/2024 12:00,5032.6360,23.18,5012.99,5108.219,5142.334,5575.911,5373.934,5207.6707,841.6060
A14,06/28/2024 12:00,5038.1860,17.20,5019.338,5114.379,5146.223,5583.833,5381.368,5213.8878,839.4854
A14,06/26/2024 12:00,5032.4980,21.97,5013.683,5108.678,5141.263,5577.339,5375.181,5208.1070,841.4572
A14,06/24/2024 12:37,5028.8300,24.50,5009.29,5105.58,5138.6,5572.52,5371.58,5204.4000,842.7217
A14,06/21/2024 12:00,5030.0360,22.74,5011.337,5106.152,5138.172,5574.904,5374.18,5205.7968,842.2452
A14,06/19/2024 12:00,5024.1970,27.38,5005.164,5102.124,5133.149,5568.783,5369.984,5200.5668,844.0292
A14,06/17/2024 12:00,5027.4000,21.88,5009.755,5107.172,5137.154,5573.001,5374.012,5204.7490,842.6026
A14,06/14/2024 12:00,5026.7310,20.12,5010.159,5107.991,5137.451,5574.505,5374.895,5205.2887,842.4185
A14,06/12/2024 12:00,5023.0790,23.70,5006.421,5104.659,5133.649,5570.154,5371.566,5201.5880,843.6808
A14,06/10/2024 12:00,5028.1410,15.85,5012.21,5110.474,5139.522,5576.917,5376.432,5207.2827,841.7384
A14,06/07/2024 12:00,5033.0730,12.17,5017.046,5114.076,5143.482,5583.462,5381.642,5212.1302,840.0849
A14,06/05/2024 12:00,5024.7960,20.20,5008.736,5105.364,5133.983,5573.146,5374.064,5203.3482,843.0804
A14,06/03/2024 12:00,5022.0070,20.65,5006.185,5102.718,5132.239,5570.958,5370.504,5200.7685,843.9604
A14,05/31/2024 12:00,5021.0810,20.18,5005.602,5103.622,5132.13,5570.064,5370.693,5200.5320,844.0410
A14,05/30/2024 12:00,5021.4870,18.34,5006.636,5104.729,5132.806,5571.093,5371.808,5201.4265,843.7359
A14,05/29/2024 12:26,5021.6500,18.77,5006.68,5104.67,5132.91,5571.02,5372.12,5201.5083,843.7080
A14,05/28/2024 12:00,5022.9320,16.30,5008.72,5107.391,5133.892,5573.526,5375.376,5203.6395,842.9811
A14,05/27/2024 12:00,5024.6180,16.76,5010.424,5108.731,5134.826,5575.534,5377.68,5205.3022,842.4139
A14,05/26/2024 12:00,5019.3820,19.33,5004.928,5103.207,5130.396,5569.626,5371.157,5199.7827,844.2966
A14,05/25/2024 12:00,5026.4790,12.31,5012.633,5111.344,5137.079,5578.977,5380.672,5207.8640,841.5401
A14,05/24/2024 12:00,5020.8250,16.74,5006.537,5104.952,5132.003,5571.77,5373.067,5201.5257,843.7021
A14,05/23/2024 12:00,5022.2290,15.75,5008.093,5105.877,5133.21,5573.797,5374.544,5202.9583,843.2134
A14,05/22/2024 12:00,5020.9630,17.62,5007.025,5104.985,5130.821,5572.532,5374.972,5201.8830,843.5802
A14,05/21/2024 12:00,5017.2820,20.79,5003.119,5101.599,5128.169,5568.226,5370.205,5198.1000,844.8706
A14,05/20/2024 12:00,5021.9260,16.09,5008.687,5106.563,5131.933,5574.271,5376.258,5203.2730,843.1061
A14,05/19/2024 12:00,5018.0570,18.85,5005.232,5102.556,5128.895,5570.628,5371.932,5199.5500,844.3760
A14,05/18/2024 12:00,5020.1370,15.67,5007.695,5106.364,5130.701,5573.956,5376.585,5202.5730,843.3448
A14,05/17/2024 12:00,5017.7930,17.78,5005.757,5103.696,5128.803,5571.562,5373.875,5200.2477,844.1380
A14,05/16/2024 12:00,5017.2430,16.89,5005.238,5103.624,5128.314,5571.296,5373.431,5199.8577,844.2710
A14,05/15/2024 12:00,5016.3350,17.25,5004.416,5102.745,5127.904,5570.526,5372.379,5199.0508,844.5463
