INSTRUMENT ID,taken_on,Reading1,Temperature,Reading2,Reading3,Reading4,Reading5,Reading6,Reading_Ave,Load
A06,03/31/2025 12:00,5556.2500,-0.36,4934.45,5040.69,5028.98,5676.15,5226.15,5243.7783,799.1648
A06,03/28/2025 12:00,5556.1680,-0.37,4933.583,5040.659,5029.311,5676.405,5226.312,5243.7397,799.1778
A06,03/26/2025 12:00,5556.3370,-0.38,4933.84,5040.402,5028.925,5676.505,5226.463,5243.7453,799.1759
A06,03/24/2025 12:00,5556.3000,-0.36,4933.538,5040.371,5028.58,5675.653,5226.147,5243.4315,799.2812
A06,03/21/2025 12:00,5555.5750,-0.40,4932.879,5039.848,5028.871,5677.045,5226.548,5243.4610,799.2713
A06,03/19/2025 12:00,5554.9120,-0.42,4933.135,5039.434,5028.398,5676.916,5226.073,5243.1447,799.3774
A06,03/17/2025 12:00,5556.6220,-0.44,4933.334,5039.516,5027.479,5676.098,5227.22,5243.3782,799.2991
A06,03/14/2025 12:00,5555.9540,-0.41,4933.266,5041.234,5028.785,5675.118,5225.798,5243.3592,799.3054
A06,03/12/2025 12:00,5556.0470,-0.39,4932.853,5041.013,5028.938,5675.283,5226.138,5243.3787,799.2989
A06,03/10/2025 12:00,5555.8810,-0.34,4932.864,5041.14,5029.278,5674.71,5226.013,5243.3143,799.3205
A06,03/07/2025 12:00,5555.6810,-0.20,4931.922,5041.128,5029.197,5674.849,5226.223,5243.1667,799.3700
A06,03/05/2025 12:00,5557.5580,-0.19,4931.597,5041.769,5031.02,5674.1,5226.572,5243.7693,799.1679
A06,03/03/2025 12:00,5560.1890,-1.17,4932.397,5044.037,5032.198,5675.022,5228.877,5245.4533,798.6031
A06,02/28/2025 12:00,5561.1320,-1.24,4932.725,5043.537,5032.856,5676.037,5229.396,5245.9472,798.4374
A06,02/26/2025 12:00,5562.5770,-1.69,4934.455,5044.748,5034.84,5677.541,5230.828,5247.4982,797.9172
A06,02/25/2025 12:00,5563.7200,2.27,4934.69,5036.4,5036.4,5678.63,5231.61,5246.9083,798.1150
A06,02/24/2025 12:00,5565.1720,-4.50,4937.278,5048.035,5040.172,5681.863,5231.224,5250.6240,796.8688
A06,02/21/2025 12:00,5566.2490,-4.28,4936.27,5048.695,5040.152,5681.177,5231.98,5250.7538,796.8253
