INSTRUMENT ID,taken_on,Reading1,Temperature,Reading2,Reading3,Reading4,Reading5,Reading6,Reading_Ave,Load
A17,03/31/2025 12:00,4405.5000,2.77,4998.95,5770.85,5473.33,5416.85,5067.41,5188.8150,272.6325
A17,03/28/2025 12:00,4407.9340,-0.44,5002.848,5773.001,5475.473,5420.899,5070.671,5191.8043,272.2761
A17,03/26/2025 12:00,4406.6000,2.50,5000.348,5773.208,5473.813,5417.786,5069.63,5190.2308,272.4637
A17,03/24/2025 12:00,4407.2160,1.38,5001.286,5773.147,5474.597,5419.003,5070.333,5190.9303,272.3803
A17,03/21/2025 12:00,4405.5500,2.37,4999.012,5769.886,5473.029,5417.399,5067.691,5188.7612,272.6389
A17,03/19/2025 12:00,4404.8370,1.90,4999.246,5768.902,5472.807,5417.613,5066.691,5188.3493,272.6880
A17,03/17/2025 12:00,4405.9360,2.18,4999.486,5771.546,5473.82,5417.221,5068.598,5189.4345,272.5586
A17,03/14/2025 12:00,4405.2300,3.01,4999.895,5769.55,5472.588,5417.977,5067.716,5188.8260,272.6311
A17,03/12/2025 12:00,4410.3660,-0.32,5007.814,5774.663,5474.229,5423.724,5073.916,5194.1187,272.0003
A17,03/10/2025 12:00,4406.5480,0.65,5002.899,5772.338,5474.113,5420.173,5069.986,5191.0095,272.3709
A17,03/07/2025 12:00,4406.9960,0.66,5004.056,5773.602,5474.006,5420.609,5070.881,5191.6917,272.2896
A17,03/05/2025 12:00,4406.4840,0.44,5002.446,5771.038,5473.744,5420.098,5069.333,5190.5238,272.4288
A17,03/03/2025 12:00,4407.7800,1.22,5005.2,5774.842,5474.806,5421.137,5071.5,5192.5442,272.1879
A17,02/28/2025 12:00,4407.1090,-4.15,5006.314,5777.523,5476.23,5422.897,5072.556,5193.7715,272.0416
A17,02/26/2025 12:00,4402.0540,2.12,4999.519,5768.629,5470.695,5418.088,5067.019,5187.6673,272.7693
A17,02/24/2025 12:00,4409.2310,-0.79,5007.932,5773.968,5475.194,5424.668,5073.109,5194.0170,272.0124
A17,02/21/2025 12:00,4410.6810,-3.85,5012.34,5783.151,5479.15,5428.631,5077.399,5198.5587,271.4710
A17,02/19/2025 12:00,4410.6500,-5.93,5013.52,5785.34,5480.29,5429.75,5078.53,5199.6800,271.3373
A17,02/18/2025 12:00,4410.7820,-6.61,5013.705,5785.169,5480.404,5429.994,5078.333,5199.7312,271.3312
A17,02/17/2025 12:00,4410.5800,-6.78,5013.191,5784.631,5480.171,5429.659,5077.826,5199.3430,271.3775
A17,02/14/2025 12:00,4410.5460,-4.66,5012.369,5783.259,5479.317,5428.818,5077.475,5198.6307,271.4624
A17,02/12/2025 12:00,4410.2330,-5.34,5012.94,5783.813,5479.227,5429.3,5078.049,5198.9270,271.4271
A17,02/10/2025 12:00,4409.9150,-3.97,5011.288,5780.549,5478.213,5427.937,5076.355,5197.3762,271.6120
A17,02/07/2025 12:00,4410.2110,-4.49,5011.679,5781.174,5478.534,5428.395,5076.743,5197.7893,271.5627
