INSTRUMENT ID,taken_on,Reading1,Temperature,Reading2,Reading3,Reading4,Reading5,Reading6,Reading_Ave,Load
A32,03/31/2025 12:00,5218.1900,1.06,4949.19,4567.02,5605.98,4842.37,4626.6,4968.2250,398.6478
A32,03/28/2025 12:00,5220.6140,-0.69,4952.782,4568.609,5608.461,4845.585,4628.688,4970.7898,398.2115
A32,03/26/2025 12:00,5218.5200,1.09,4949.867,4566.782,5606.716,4842.958,4626.727,4968.5950,398.5848
A32,03/24/2025 12:00,5221.1690,-0.06,4952.333,4568.255,5608.797,4845.736,4628.815,4970.8508,398.2011
A32,03/21/2025 12:00,5217.8670,1.47,4948.561,4566.751,5606.48,4842.187,4626.648,4968.0823,398.6720
A32,03/19/2025 12:00,5216.9090,1.30,4948.14,4566.54,5605.71,4842.07,4626.341,4967.6183,398.7510
A32,03/17/2025 12:00,5217.8860,0.83,4949.522,4567.536,5606.647,4843.439,4626.989,4968.6698,398.5721
A32,03/14/2025 12:00,5218.0700,1.50,4948.834,4566.949,5606.125,4842.683,4626.604,4968.2108,398.6502
A32,03/12/2025 12:00,5221.1770,-1.78,4952.357,4569.383,5610.838,4846.869,4629.78,4971.7340,398.0509
A32,03/10/2025 12:00,5218.8380,0.01,4950.001,4567.706,5607.818,4844.108,4627.469,4969.3233,398.4610
A32,03/07/2025 12:00,5218.4150,-0.38,4949.409,4566.999,5607.761,4843.635,4626.854,4968.8455,398.5422
A32,03/05/2025 12:00,5218.0550,0.26,4949.596,4566.935,5607,4843.646,4626.267,4968.5832,398.5869
A32,03/03/2025 12:00,5219.9860,-1.47,4950.53,4567.266,5608.977,4844.962,4627.664,4969.8975,398.3633
A32,02/28/2025 12:00,5220.4340,-3.08,4951.393,4567.741,5609.531,4845.987,4627.811,4970.4828,398.2637
A32,02/26/2025 12:00,5217.8720,-0.09,4949.025,4565.902,5607.001,4842.938,4625.63,4968.0613,398.6756
A32,02/24/2025 12:00,5219.3110,-1.47,4951.339,4565.966,5608.157,4845.886,4626.061,4969.4533,398.4388
A32,02/21/2025 12:00,5221.6990,-4.75,4954.221,4566.32,5611.527,4848.907,4627.357,4971.6718,398.0615
A32,02/19/2025 12:00,5222.0200,-4.83,4953.77,4566.43,5611.7,4849.78,4627.06,4971.7933,398.0408
A32,02/18/2025 12:00,5221.9190,-5.01,4953.748,4566.564,5611.869,4848.662,4627.202,4971.6607,398.0634
A32,02/17/2025 12:00,5221.8900,-5.03,4953.175,4567.658,5612.143,4848.574,4628.332,4971.9620,398.0121
A32,02/14/2025 12:00,5221.4360,-4.42,4953.433,4566.713,5611.015,4848.396,4627.231,4971.3707,398.1127
A32,02/12/2025 12:00,5221.8900,-4.95,4953.587,4566.915,5611.92,4848.54,4627.423,4971.7125,398.0546
A32,02/10/2025 12:00,5221.0590,-3.61,4952.977,4566.971,5610.668,4847.874,4627.25,4971.1332,398.1531
A32,02/07/2025 12:00,5221.5110,-3.14,4953.38,4566.404,5608.676,4846.699,4627.666,4970.7227,398.2229
A32,02/05/2025 12:00,5221.7570,-3.43,4953.591,4566.047,5609.105,4846.96,4627.196,4970.7760,398.2139
A32,02/03/2025 12:00,5221.8190,-2.87,4954.028,4565.88,5608.57,4847.056,4627.019,4970.7287,398.2219
A32,01/31/2025 12:00,5221.2770,-2.69,4953.806,4566.003,5608.336,4846.562,4626.834,4970.4697,398.2660
A32,01/29/2025 12:00,5223.6140,-6.32,4954.937,4568.02,5611.972,4849.305,4628.772,4972.7700,397.8747
A32,01/27/2025 12:00,5220.7720,-2.38,4953.351,4566.101,5607.873,4846.408,4626.833,4970.2230,398.3079
A32,01/24/2025 12:00,5223.5340,-5.86,4956.237,4567.744,5611.75,4850.144,4628.41,4972.9698,397.8407
A32,01/22/2025 12:00,5223.7960,-6.46,4956.364,4568.327,5612.569,4850.468,4628.761,4973.3808,397.7708
A32,01/20/2025 12:00,5224.2960,-7.46,4955.815,4569.176,5613.049,4850.221,4630.22,4973.7962,397.7001
A32,01/17/2025 12:00,5220.3880,-2.22,4952.928,4565.856,5607.07,4845.927,4626.907,4969.8460,398.3720
A32,01/15/2025 12:00,5221.7930,-4.14,4954.276,4567.023,5609.527,4847.8,4628.076,4971.4158,398.1050
A32,01/13/2025 12:00,5220.9300,-2.36,4953.397,4566.091,5607.539,4846.85,4627.033,4970.3067,398.2937
A32,01/10/2025 12:00,5225.3530,-4.20,4961.858,4572.233,5614.253,4854.049,4630.647,4976.3988,397.2574
A32,01/08/2025 12:00,5232.5790,-11.02,4965.963,4577.868,5622.865,4859.882,4637.215,4982.7287,396.1807
A32,01/06/2025 12:00,5223.0700,-4.60,4953.972,4567.951,5610.216,4848.497,4629.777,4972.2472,397.9636
A32,01/03/2025 12:00,5220.9260,-2.89,4952.616,4567.168,5608,4847.422,4629.406,4970.9230,398.1888
A32,01/01/2025 12:00,5218.6560,0.44,4950.091,4565.682,5604.866,4843.811,4627.292,4968.3997,398.6181
A32,12/30/2024 12:00,5217.4800,1.41,4948.55,4564.567,5603.851,4841.982,4625.739,4967.0282,398.8514
A32,12/27/2024 12:00,5220.5520,-1.22,4952.247,4565.901,5606.953,4845.964,4627.29,4969.8178,398.3768
A32,12/25/2024 12:00,5220.9880,-1.67,4952.562,4565.941,5607.687,4846.608,4627.575,4970.2268,398.3073
A32,12/23/2024 12:00,5222.2440,-2.50,4954.177,4566.731,5608.722,4848.015,4628.195,4971.3473,398.1167
A32,12/20/2024 12:00,5220.1470,-2.32,4952.142,4565.949,5607.001,4847.159,4627.919,4970.0528,398.3369
A32,12/18/2024 12:00,5219.1190,-0.05,4951.322,4565.456,5605.668,4845.578,4627.299,4969.0737,398.5034
A32,12/16/2024 12:00,5218.8930,0.67,4950.067,4565.069,5605.789,4844.643,4626.873,4968.5557,398.5915
A32,12/13/2024 12:00,5219.5650,-1.20,4953.229,4566.899,5606.118,4848.33,4629.018,4970.5265,398.2563
A32,12/11/2024 12:00,5219.8400,-0.30,4952.782,4566.026,5606.332,4847.362,4628.459,4970.1335,398.3231
A32,12/09/2024 12:00,5219.7470,-0.26,4953.25,4566.227,5606.311,4847.916,4628.523,4970.3290,398.2899
A32,12/06/2024 12:00,5220.4790,-0.73,4954.558,4567.969,5606.875,4849.71,4630.108,4971.6165,398.0709
