INSTRUMENT ID,taken_on,Reading1,Temperature,Reading2,Reading3,Reading4,Reading5,Reading6,Reading_Ave,Load
A30,03/31/2025 12:00,5181.2900,2.23,5269.59,5416.27,5581.96,5613.11,5423.86,5414.3467,136.3353
A30,03/28/2025 12:00,5182.2280,-0.26,5271.401,5419.612,5583.689,5613.352,5424.602,5415.8140,136.2299
A30,03/26/2025 12:00,5181.0800,2.63,5269.29,5416.279,5581.523,5612.448,5423.771,5414.0652,136.3555
A30,03/24/2025 12:00,5182.7490,0.19,5270.851,5418.851,5583.175,5612.91,5425.973,5415.7515,136.2344
A30,03/21/2025 12:00,5181.3130,2.00,5269.839,5416.837,5582.102,5613.416,5423.98,5414.5812,136.3184
A30,03/19/2025 12:00,5181.4610,1.77,5269.506,5416.347,5581.951,5613.263,5424.29,5414.4697,136.3264
A30,03/17/2025 12:00,5181.8120,2.32,5269.542,5416.542,5582.485,5613.389,5424.405,5414.6958,136.3102
A30,03/14/2025 12:00,5181.6950,1.55,5271.514,5416.708,5582.491,5613.542,5424.248,5415.0330,136.2860
A30,03/12/2025 12:00,5182.9210,-0.41,5271.407,5419.036,5584.504,5614.784,5425.584,5416.3727,136.1898
A30,03/10/2025 12:00,5182.7800,0.05,5271.126,5417.643,5584.004,5614.175,5425.176,5415.8173,136.2297
A30,03/07/2025 12:00,5182.6550,-0.08,5270.832,5417.92,5583.982,5614.094,5424.91,5415.7322,136.2358
A30,03/05/2025 12:00,5182.5030,0.28,5269.71,5417.274,5583.458,5613.433,5424.194,5415.0953,136.2815
A30,03/03/2025 12:00,5183.4520,-0.91,5271.25,5418.731,5584.721,5614.565,5425.68,5416.3998,136.1879
A30,02/28/2025 12:00,5183.1920,-2.19,5271.386,5418.598,5585.21,5614.771,5425.129,5416.3810,136.1892
A30,02/26/2025 12:00,5182.1660,0.66,5269.73,5416.964,5583.39,5613.18,5424.494,5414.9873,136.2893
A30,02/24/2025 12:00,5184.1500,-1.39,5273.084,5419.458,5585.052,5614.47,5427.063,5417.2128,136.1295
A30,02/21/2025 12:00,5184.5890,-2.74,5271.67,5419.915,5586.111,5615.081,5427.575,5417.4902,136.1096
A30,02/19/2025 12:00,5184.0700,-2.73,5274.03,5419.52,5586.19,5614.02,5427.1,5417.4883,136.1097
A30,02/18/2025 12:00,5184.3020,-3.03,5272.021,5420.27,5586.5,5615.084,5427.217,5417.5657,136.1042
A30,02/17/2025 12:00,5183.2650,-2.41,5271.129,5419.741,5585.742,5614.229,5427.295,5416.9002,136.1519
A30,02/14/2025 12:00,5184.1000,-2.23,5273.851,5419.866,5585.672,5614.728,5427,5417.5362,136.1063
A30,02/12/2025 12:00,5184.0530,-2.42,5271.397,5420.391,5585.818,5614.536,5427.383,5417.2630,136.1259
A30,02/10/2025 12:00,5183.8440,-1.73,5270.91,5420.079,5585.093,5614.286,5427.614,5416.9710,136.1468
A30,02/07/2025 12:00,5183.7080,-1.92,5271.231,5420.419,5585.34,5614.431,5427.682,5417.1352,136.1351
A30,02/05/2025 12:00,5184.3310,-2.07,5271.25,5420.527,5585.581,5614.304,5427.326,5417.2198,136.1290
A30,02/03/2025 12:00,5184.0450,-2.04,5271.699,5420.505,5585.734,5614.354,5427.383,5417.2867,136.1242
A30,01/31/2025 12:00,5184.6060,-1.89,5271.451,5420.202,5585.38,5614.411,5427.715,5417.2942,136.1236
A30,01/29/2025 12:00,5184.0120,-5.24,5272.89,5421.345,5587.679,5615.283,5427.583,5418.1320,136.0635
A30,01/27/2025 12:00,5183.9310,-1.85,5271.473,5420.483,5585.25,5614.006,5427.235,5417.0630,136.1402
A30,01/24/2025 12:00,5184.2700,-3.90,5275.476,5419.971,5586.501,5613.949,5426.606,5417.7955,136.0876
A30,01/22/2025 12:00,5184.8670,-5.74,5273.833,5420.904,5587.827,5615.87,5426.925,5418.3710,136.0463
A30,01/20/2025 12:00,5184.1340,-6.02,5275.228,5420.507,5587.604,5616.013,5427.5,5418.4977,136.0372
A30,01/17/2025 12:00,5183.5650,-1.62,5270.833,5420.36,5584.94,5614.473,5427.961,5417.0220,136.1432
A30,01/15/2025 12:00,5184.3150,-3.76,5272.312,5421.171,5586.098,5615.552,5428.238,5417.9477,136.0767
A30,01/13/2025 12:00,5183.7500,-1.64,5270.921,5420.757,5585.028,5614.75,5428.079,5417.2142,136.1294
A30,01/10/2025 12:00,5185.8500,-3.53,5274.349,5421.688,5587.216,5617.05,5428.44,5419.0988,135.9941
A30,01/08/2025 12:00,5188.5930,-7.29,5280.806,5421.283,5591.61,5621.175,5429.354,5422.1368,135.7759
A30,01/06/2025 12:00,5186.8630,-2.83,5275.23,5420.93,5588.728,5618.668,5428.475,5419.8157,135.9426
A30,01/03/2025 12:00,5186.4240,-2.64,5274.608,5421.263,5588.123,5618.143,5428.943,5419.5840,135.9592
A30,01/01/2025 12:00,5185.3610,0.77,5272.723,5419.246,5585.6,5617.237,5427.917,5418.0140,136.0720
